Date,Open,High,Low,Close,Volume,등락률
2020-07-08,4051,4128,3999,4084,2685480,1.1391778107974244
2020-07-09,4116,4154,4051,4110,2836280,0.6366307541625857
2020-07-10,4109,4122,3966,4019,3129850,-2.2141119221411194
2020-07-13,4095,4179,4043,4135,3228855,2.886290121920876
2020-07-14,4102,4167,4076,4090,2877485,-1.0882708585247884
2020-07-15,4128,4141,4064,4116,2391615,0.6356968215158924
2020-07-16,4154,4355,4115,4194,8759325,1.8950437317784257
2020-07-17,4193,4225,4103,4181,2285300,-0.3099666189794945
2020-07-20,4206,4245,4044,4246,4696915,1.5546519971298733
2020-07-21,4348,4413,4225,4278,7211580,0.753650494583137
2020-07-22,4271,5009,4226,4945,34044970,15.591397849462366
2020-07-23,4969,4969,4762,4854,12073090,-1.840242669362993
2020-07-24,4743,4789,4556,4602,9056345,-5.19159456118665
2020-07-27,4568,4678,4504,4550,5276095,-1.1299435028248588
2020-07-28,4633,4659,4549,4576,3548340,0.5714285714285714
2020-07-29,4537,4672,4491,4673,3894770,2.119755244755245
2020-07-30,4659,4762,4594,4757,4779195,1.7975604536700194
2020-07-31,4743,4873,4672,4699,6370235,-1.2192558335085137
2020-08-03,4769,4924,4750,4828,5429270,2.7452649499893593
2020-08-04,4899,4905,4763,4822,3084120,-0.12427506213753108
2020-08-05,4821,4938,4750,4906,5809090,1.7420157610949814
2020-08-06,4989,5358,4982,5145,15209510,4.871585813289849
2020-08-07,5190,5501,5171,5424,12268235,5.422740524781341
2020-08-10,5468,5468,5294,5450,6465200,0.47935103244837757
2020-08-11,5449,5656,5378,5495,5607410,0.8256880733944955
2020-08-12,5488,6018,5455,5812,14694670,5.768880800727935
2020-08-13,5830,5979,5656,5773,5983850,-0.6710254645560908
2020-08-14,5694,5714,5377,5443,7925605,-5.716265373289451
2020-08-18,5370,5532,5086,5177,7340565,-4.887010839610509
2020-08-19,5242,5429,5125,5430,4594850,4.887000193162063
2020-08-20,5371,5430,4964,5068,6911530,-6.666666666666667
2020-08-21,5138,5358,5041,5236,5450450,3.314917127071823
2020-08-24,5151,5403,5093,5398,4370370,3.0939648586707413
2020-08-25,5449,5617,5436,5501,4021835,1.908114116339385
2020-08-26,5487,5552,5293,5501,4614640,0.0
2020-08-27,5564,5675,5435,5462,6206260,-0.708962006907835
2020-08-28,5514,5695,5442,5631,5460795,3.0941047235444894
2020-08-31,5812,6135,5695,6097,13362220,8.275617119516959
2020-09-01,6174,6239,5889,5961,6568990,-2.2306052156798426
2020-09-02,6018,6238,5914,6239,5516035,4.663647039087401
2020-09-03,6342,6433,6154,6304,6147015,1.0418336271838435
2020-09-04,5915,6705,5915,6589,10581170,4.520939086294416
2020-09-07,6783,7145,6679,6887,13729660,4.522689330702686
2020-09-08,6989,7028,6666,6783,5398715,-1.510091476695223
2020-09-09,6640,6990,6588,6887,5570200,1.5332448768981277
2020-09-10,7002,7015,6782,6912,4190145,0.36300275882096705
2020-09-11,6887,6887,6615,6680,4702245,-3.356481481481482
2020-09-14,6680,6783,6563,6680,3509945,0.0
2020-09-15,6743,6821,6652,6705,2914050,0.37425149700598803
2020-09-16,6756,6925,6524,6589,4326550,-1.7300521998508578
2020-09-17,6524,6717,6497,6628,3417445,0.5918955835483382
2020-09-18,6692,6898,6562,6744,4824350,1.7501508750754375
2020-09-21,6743,6860,6550,6641,3458090,-1.5272835112692764
2020-09-22,6601,6652,6005,6129,8870570,-7.709682276765547
2020-09-23,6335,6354,5798,5915,6599360,-3.491597324196443
2020-09-24,5824,5824,5416,5572,6935390,-5.798816568047338
2020-09-25,5675,5701,5325,5514,4048975,-1.0409188801148601
2020-09-28,5610,5759,5507,5747,3138215,4.225607544432354
2020-09-29,5876,5954,5657,5806,3843280,1.0266225856968854
2020-10-05,5812,5863,5714,5812,1789230,0.10334137099552188
2020-10-06,5882,6109,5850,5909,3403010,1.6689607708189953
2020-10-07,5837,6050,5785,5993,2097120,1.4215603316974108
2020-10-08,6057,6238,5986,6194,3888735,3.353912898381445
2020-10-12,6258,6258,6090,6168,1580890,-0.4197610590894414
2020-10-13,6245,6251,5908,6045,2435040,-1.9941634241245134
2020-10-14,5967,6122,5799,5825,4067460,-3.6393713813068653
2020-10-15,5798,5856,5533,5831,4591880,0.10300429184549358
2020-10-16,5882,6018,5817,5967,3528195,2.3323615160349855
2020-10-19,6018,6043,5727,5734,2655490,-3.904809787162728
2020-10-20,5649,5778,5397,5708,4159010,-0.4534356470177886
2020-10-21,5759,5779,5539,5741,1771925,0.578135949544499
2020-10-22,5721,5772,5436,5495,2659280,-4.284967775648842
2020-10-23,5493,5545,5274,5339,2864125,-2.8389444949954505
2020-10-26,5293,5344,5002,5009,4526535,-6.180932758943623
2020-10-27,4950,5267,4860,5152,3848235,2.8548612497504493
2020-10-28,5151,5436,5138,5437,2212945,5.531832298136646
2020-10-29,5319,5552,5261,5553,2771715,2.1335295199558577
2020-10-30,5552,5675,5410,5501,2598840,-0.9364307581487483
2020-11-02,5559,5630,5397,5592,1446055,1.6542446827849482
2020-11-03,5675,5940,5675,5831,3334430,4.2739628040057225
2020-11-04,6018,6018,5727,5825,3545585,-0.10289830217801406
2020-11-05,5980,6258,5961,6188,6082635,6.23175965665236
2020-11-06,6167,6277,5850,6071,7217060,-1.8907563025210083
2020-11-09,6167,6264,5966,5993,6360770,-1.284796573875803
2020-11-10,5940,5940,5552,5598,7909840,-6.591022860003337
2020-11-11,5533,5636,5307,5605,5368345,0.1250446588067167
2020-11-12,5681,5701,5604,5611,2180575,0.10704727921498662
2020-11-13,5540,5623,5384,5618,2066630,0.12475494564248799
2020-11-16,5578,5642,5461,5572,1989220,-0.8187967248131008
2020-11-17,5649,5701,5520,5572,1797555,0.0
2020-11-18,5591,5675,5527,5631,1531140,1.0588657573582196
2020-11-19,5630,5734,5572,5696,2596995,1.1543242763274728
2020-11-20,5708,5798,5630,5786,2252130,1.580056179775281
2020-11-23,5779,5779,5669,5683,2948370,-1.7801590044936053
2020-11-24,5714,5747,5572,5683,3880945,0.0
2020-11-25,5753,5759,5501,5553,3996105,-2.287524194967447
2020-11-26,5520,5629,5494,5572,1659720,0.34215739240050425
2020-11-27,5598,5818,5572,5819,5098330,4.432878679109835
2020-11-30,5908,5915,5695,5890,3175390,1.2201409176834508
2020-12-01,5870,5870,5760,5851,1924340,-0.6621392190152802
2020-12-02,5889,5889,5754,5819,2675365,-0.5469150572551701
2020-12-03,5798,5798,5701,5741,1866950,-1.3404365011170305
2020-12-04,5760,5818,5637,5819,2578640,1.3586483191081693
2020-12-07,5837,6070,5759,6006,6223460,3.213610586011342
2020-12-08,6031,6122,5844,5890,3845990,-1.9314019314019315
2020-12-09,5940,5947,5824,5857,2443735,-0.5602716468590832
2020-12-10,5772,5895,5772,5857,1854185,0.0
2020-12-11,5928,6122,5909,6123,3715400,4.541574184736213
2020-12-14,6103,6187,5967,6097,2703870,-0.42462845010615713
2020-12-15,6103,6277,6005,6168,3826350,1.1645071346563884
2020-12-16,6239,6258,6090,6149,4517975,-0.30804150453955903
2020-12-17,6187,6329,6122,6207,4826755,0.94324280370792
2020-12-18,6245,6258,6084,6149,3002330,-0.934428870629934
2020-12-21,6096,6167,5993,6071,2746280,-1.2684989429175475
2020-12-22,6089,6199,5960,5980,3349455,-1.4989293361884368
2020-12-23,6238,6251,5999,6181,4228780,3.361204013377926
2020-12-24,6245,6497,6180,6472,7294270,4.707976055654425
2020-12-28,6510,6588,6342,6576,4474010,1.6069221260815822
2020-12-29,6595,6727,6535,6635,4311740,0.8972019464720195
2020-12-30,6588,6687,6555,6556,3405540,-1.1906556141672946
2021-01-04,6634,7044,6450,7044,8188530,7.443563148261134
2021-01-05,6925,7070,6766,6965,5402610,-1.1215218625780807
2021-01-06,6991,7017,6767,6939,4313200,-0.37329504666188085
2021-01-07,7123,7413,6977,7321,6994520,5.5051160109525865
2021-01-08,7519,7848,7413,7717,7068710,5.409097117880071
2021-01-11,7927,8692,7650,8218,14325080,6.492160165867565
2021-01-12,8217,8257,7822,8126,4734975,-1.1194937941104892
2021-01-13,8218,8284,7928,8034,3506385,-1.1321683485109524
2021-01-14,8059,8547,8007,8548,4158525,6.39780931043067
2021-01-15,8640,8640,8297,8443,4141680,-1.2283575105287787
2021-01-18,8191,8482,8033,8377,3037120,-0.7817126613762879
2021-01-19,8416,8509,8297,8509,2489110,1.5757431061239107
2021-01-20,8587,8627,8376,8509,2573910,0.0
2021-01-21,8601,8614,8297,8364,3116515,-1.7040780350217415
2021-01-22,8283,8376,8112,8113,3474320,-3.000956480153037
2021-01-25,8125,8270,8020,8179,1815710,0.8135091827930482
2021-01-26,8271,8271,7981,8087,2301455,-1.1248318865386968
2021-01-27,8099,8283,7954,8192,2753585,1.2983801162359343
2021-01-28,7941,8165,7927,7994,2405595,-2.4169921875
2021-01-29,8099,8152,7294,7704,3375940,-3.627720790592945
2021-02-01,7650,8178,7519,8179,3014815,6.165628245067498
2021-02-02,8336,8349,8020,8073,2783335,-1.2960019562293679
2021-02-03,8125,8191,7940,8007,2499475,-0.8175399479747306
2021-02-04,8112,8389,7940,8271,5728455,3.2971150243536904
2021-02-05,8363,8389,7980,8192,3106875,-0.9551444807157538
2021-02-08,8191,8442,8086,8377,3065435,2.25830078125
2021-02-09,8442,8442,8231,8390,1530525,0.15518682105765788
2021-02-10,8390,8562,8311,8562,1913515,2.0500595947556617
2021-02-15,8745,8864,8587,8627,3455965,0.7591684185937866
2021-02-16,8679,8771,8547,8614,1761495,-0.1506896951431552
2021-02-17,8626,8864,8389,8403,2816445,-2.4495008126306015
2021-02-18,8336,8349,8151,8218,1974455,-2.2015946685707486
2021-02-19,8244,8521,8151,8495,2072310,3.3706497931370163
2021-02-22,8575,8588,8311,8562,1929605,0.7886992348440258
2021-02-23,8416,8640,8310,8443,2011685,-1.38986218173324
2021-02-24,8534,8561,7954,8126,2395915,-3.754589600852778
2021-02-25,8284,8574,8245,8575,1919430,5.525473787841497
2021-02-26,8297,8639,8297,8482,2493085,-1.0845481049562682
2021-03-02,8746,8917,8653,8799,2681375,3.7373261023343556
2021-03-03,8798,9154,8759,9142,2929265,3.8981702466189336
2021-03-04,9062,9339,9009,9221,2900050,0.8641435134543863
2021-03-05,9142,9326,8930,9208,2119280,-0.14098253985467954
2021-03-08,9260,9300,8561,8641,3042280,-6.15768896611642
2021-03-09,8508,8600,7914,8126,5847170,-5.959958338155306
2021-03-10,8363,8482,8020,8047,2209270,-0.9721880383952745
2021-03-11,8059,8244,8059,8218,1886270,2.125015533739282
2021-03-12,8363,8416,8231,8245,1612780,0.32854709174981744
2021-03-15,8283,8310,8059,8113,1484010,-1.6009702850212248
2021-03-16,8046,8099,7901,7994,2384195,-1.4667817083692838
2021-03-17,7954,7954,7558,7691,3114980,-3.7903427570678008
2021-03-18,7782,7941,7730,7770,1698315,1.0271746196853466
2021-03-19,7584,7874,7571,7875,1018965,1.3513513513513513
2021-03-22,7927,7927,7584,7664,1642480,-2.679365079365079
2021-03-23,7703,7717,7321,7401,2921500,-3.4316283924843427
2021-03-24,7333,7439,7241,7255,1765075,-1.9727063910282394
2021-03-25,7202,7452,7189,7427,1579860,2.3707787732598207
2021-03-26,7452,7452,7188,7242,1843540,-2.4909115389793994
2021-03-29,7241,7333,7096,7136,1727775,-1.463684065175366
2021-03-30,7175,7254,7149,7176,1348325,0.5605381165919282
2021-03-31,7229,7637,7229,7546,2490340,5.156075808249722
2021-04-01,7650,7743,7545,7638,1556475,1.2191889742910151
2021-04-02,7756,7795,7637,7691,1317460,0.6938989264205289
2021-04-05,7730,7874,7690,7849,1223195,2.0543492393706932
2021-04-06,7861,7980,7821,7954,1318905,1.3377500318511912
2021-04-07,8006,8006,7848,7941,967450,-0.1634397787276842
2021-04-08,7940,7953,7848,7849,928205,-1.1585442639466064
2021-04-09,8020,8468,7941,8377,3795900,6.726971588737419
2021-04-12,8574,8772,8403,8641,3697130,3.1514862122478213
2021-04-13,8626,8626,8468,8614,1845065,-0.31246383520425874
2021-04-14,8613,8613,8402,8416,1859245,-2.2985837009519385
2021-04-15,8389,8468,8310,8403,1441930,-0.15446768060836502
2021-04-16,8429,8468,8205,8456,1593925,0.6307271212662144
2021-04-19,8586,9167,8534,8917,4580705,5.451750236518448
2021-04-20,8957,9075,8838,8997,2192050,0.897162722888864
2021-04-21,8930,9049,8877,9010,1503640,0.14449260864732688
2021-04-22,9062,9193,8983,9102,1672155,1.021087680355161
2021-04-23,9049,9431,9009,9366,3269860,2.900461437046803
2021-04-26,9365,9365,8930,8944,4112375,-4.505658765748452
2021-04-27,9102,9616,9102,9564,7838920,6.932021466905187
2021-04-28,9458,9867,9300,9868,6392470,3.178586365537432
2021-04-29,0,0,0,9868,0,0.0
2021-04-30,0,0,0,9868,0,0.0
2021-05-03,0,0,0,9868,0,0.0
2021-05-04,0,0,0,9868,0,0.0
2021-05-06,0,0,0,9868,0,0.0
2021-05-07,0,0,0,9868,0,0.0
2021-05-10,0,0,0,9868,0,0.0
2021-05-11,0,0,0,9868,0,0.0
2021-05-12,0,0,0,9868,0,0.0
2021-05-13,0,0,0,9868,0,0.0
2021-05-14,0,0,0,9868,0,0.0
2021-05-17,0,0,0,9868,0,0.0
2021-05-18,0,0,0,9868,0,0.0
2021-05-20,0,0,0,9868,0,0.0
2021-05-21,0,0,0,9868,0,0.0
2021-05-24,0,0,0,9868,0,0.0
2021-05-25,0,0,0,9868,0,0.0
2021-05-26,0,0,0,9868,0,0.0
2021-05-27,0,0,0,9868,0,0.0
2021-05-28,9867,11429,9247,10172,16722850,3.0806647750304013
2021-05-31,10267,10400,9248,9325,6101935,-8.326779394416043
2021-06-01,9238,9381,9000,9077,1995415,-2.6595174262734584
2021-06-02,9057,9181,8638,8696,2464635,-4.197422055745291
2021-06-03,8648,9229,8629,9001,2180860,3.5073597056117753
2021-06-04,8924,9200,8867,9172,946025,1.8997889123430731
2021-06-07,9286,9286,8943,8972,1190075,-2.1805494984736153
2021-06-08,8952,8952,8772,8858,690240,-1.2706197057512258
2021-06-09,8895,8905,8543,8658,1243370,-2.2578460149017836
2021-06-10,8658,8810,8658,8763,1093295,1.2127512127512128
2021-06-11,8819,8838,8171,8172,4808415,-6.744265662444368
2021-06-14,8228,8285,8114,8248,2060825,0.9300048947626041
2021-06-15,8248,8305,8153,8201,848855,-0.569835111542192
2021-06-16,8209,8485,8076,8467,1650890,3.2435068894037316
2021-06-17,8371,8619,8295,8486,1397105,0.22440061414904927
2021-06-18,8504,8580,8371,8524,1077775,0.447796370492576
2021-06-21,8447,8542,8324,8429,849510,-1.1145002346316284
2021-06-22,8438,8495,8219,8267,1173390,-1.9219361727369795
2021-06-23,8286,8419,8133,8134,1182325,-1.6088060965283657
2021-06-24,8200,8361,8143,8286,858315,1.8686992869436931
2021-06-25,8277,8724,8277,8658,1923240,4.489500362056481
2021-06-28,8658,8658,8505,8563,681720,-1.0972510972510972
2021-06-29,8581,8647,8476,8648,684570,0.992642765385963
2021-06-30,8695,8695,8543,8620,758825,-0.32377428307123035
2021-07-01,8619,8819,8476,8782,1463475,1.8793503480278422
2021-07-02,8876,8876,8600,8629,1022410,-1.7421999544522888
2021-07-05,8581,8857,8581,8829,909135,2.31776567389037
2021-07-06,8829,8876,8743,8858,825705,0.32846301959451807
2021-07-07,8858,9191,8772,9001,2324580,1.6143599006547753
2021-07-08,8895,8905,8571,8572,2527535,-4.766137095878236
2021-07-09,8514,9124,8362,9077,2857945,5.891273915072329
2021-07-12,9124,9219,8924,9096,1495180,0.20932025999779663
2021-07-13,9200,9829,9029,9734,6145835,7.014072119613017
2021-07-14,9657,10095,9600,10020,4820630,2.9381549208958293
2021-07-15,10248,10990,10229,10496,7190260,4.750499001996008
2021-07-16,10744,11810,10382,11468,12525970,9.260670731707316
2021-07-19,11467,12096,11353,11849,6175945,3.322288106034182
2021-07-20,11638,11886,11181,11677,5441930,-1.451599291079416
2021-07-21,11811,12572,11525,12516,4976840,7.18506465701807
2021-07-22,12629,12667,11810,12420,5144400,-0.7670182166826461
2021-07-23,12363,12763,12286,12649,2702190,1.8438003220611916
2021-07-26,12458,14438,12439,13525,8946765,6.925448652067358
2021-07-27,13810,14096,12724,13544,5776705,0.14048059149722736
2021-07-28,13257,13505,12667,12820,4556340,-5.345540460720614
2021-07-29,13144,14458,13068,14192,13188485,10.702028081123245
2021-07-30,14001,14077,13582,13716,4772990,-3.354002254791432
2021-08-02,13620,14039,13258,13697,2539915,-0.13852435112277633
2021-08-03,13829,14343,13715,13944,2909425,1.803314594436738
2021-08-04,13944,13982,13201,13278,3797890,-4.776247848537006
2021-08-05,13239,13696,13124,13449,2533490,1.2878445549028468
2021-08-06,13715,14248,13639,13868,3481965,3.1154732693880587
2021-08-09,14096,18021,14096,18021,21442575,29.94663974617825
2021-08-10,18612,19507,17183,18574,32405970,3.0686421397258754
2021-08-11,18288,20364,18155,19241,16045410,3.5910412404436305
2021-08-12,19354,22383,19354,20555,31697860,6.829166883218128
2021-08-13,20954,21926,19716,20174,13529485,-1.8535636098272925
2021-08-17,19526,19735,17316,17907,13497530,-11.237236046396351
2021-08-18,17315,18858,17144,18497,8213100,3.2948009158429667
2021-08-19,18173,18859,17849,17926,4543910,-3.0869870789857816
2021-08-20,18135,20363,18135,18764,14262110,4.674774071181524
2021-08-23,19164,19392,18402,18898,4176630,0.7141334470262204
2021-08-24,19545,19602,17602,18136,5314585,-4.0321727166895975
2021-08-25,18497,18935,17944,18669,2894540,2.938906043228937
2021-08-26,18687,18744,18001,18459,2541610,-1.124859392575928
2021-08-27,18231,18593,17964,18136,2592470,-1.7498239341242754
2021-08-30,18287,18896,17849,18459,3684435,1.7809880899867667
2021-08-31,18859,22002,18726,21241,23336315,15.071238962023944
2021-09-01,20954,20992,19183,19374,10139415,-8.789605009180358
2021-09-02,19011,19221,18478,18631,5579990,-3.835036647052751
2021-09-03,18630,19221,17944,19088,5033085,2.452901078847083
2021-09-06,18973,19297,18478,18536,3444235,-2.8918692372171
2021-09-07,17773,18820,17773,18402,4924045,-0.7229175658178679
2021-09-08,18287,18611,17620,17659,4090080,-4.037604608194761
2021-09-09,18687,18973,17659,17926,6022480,1.5119768956339543
2021-09-10,18078,19697,17907,19279,10265030,7.54769608390048
2021-09-13,19278,19888,18726,18936,6167565,-1.7791379220913945
2021-09-14,18859,19354,18783,18955,3446865,0.10033798056611745
2021-09-15,19030,19392,18421,19145,4025460,1.0023740437879187
2021-09-16,19240,21221,19202,20212,13337085,5.573256724993471
2021-09-17,20421,20802,19126,19279,5569005,-4.616069661587176
2021-09-23,18859,19507,18802,18993,2482875,-1.4834794335805799
2021-09-24,19335,20630,19087,19964,7998390,5.112409835202443
2021-09-27,19963,20116,19278,19488,2921085,-2.3842917251051894
2021-09-28,19411,19468,18668,18764,3364465,-3.715106732348112
2021-09-29,18078,19164,18021,19012,3159990,1.3216798124067362
2021-09-30,18782,19201,18763,18821,2081315,-1.0046286555859458
2021-10-01,18763,18992,18421,18421,1633915,-2.125285585250518
2021-10-05,18116,18649,17830,18440,1943805,0.10314315183757668
2021-10-06,18726,18993,17755,18098,2813120,-1.8546637744034706
2021-10-07,18116,18287,17392,18231,2518695,0.7348878329097138
2021-10-08,18231,18555,17469,17717,6199645,-2.819373594427075
2021-10-12,17678,18535,17640,18250,2935855,3.0084100016932886
2021-10-13,18268,18687,17772,18497,2962790,1.3534246575342466
2021-10-14,18630,19392,18497,19050,4486490,2.989674001189382
2021-10-15,19354,19373,18783,19050,1796580,0.0
2021-10-18,19049,19411,18858,18878,1951805,-0.9028871391076115
2021-10-19,19163,19868,19030,19088,3583535,1.1124059752092381
